page	contenu	tome	ID	cID
125	Commandera la prochaine expédition contre Alger.	1	P2851	C10553
125	Commandera la prochaine expédition contre Alger.	1	P2851	C10554
125	S'occupe de la défense des côtes.	1	P2851	C10556
125	A fait établir des batteries sur les côtes.	1	P2851	C10552
123	Chevalier Desclouzeaux. Commissaire ordinaire en 1634, à Rochefort en 1670, commissaire général en 1675, au Havre en 1676, à Dunkerque en 1679, intendant de l'escadre envoyée en Danemark en 1683, intendant des armées navales du Ponant au port de Brest en décembre 1683, mort le 16 mai 1701. Reçoit la correspondance de la Cour en l'absence de Colbert du Terron, du 23 septembre 1672 au 12 juin 1673.	1	P3257	C11707
123	Enrolera des matelots dans l'Aunis.	1	P3257	C11710
123	Enrolera des matelots dans l'Aunis.	1	P3257	C11711
123	Enrolera des matelots dans l'Aunis.	1	P3257	C11712
123	Enrolera des matelots dans l'Aunis.	1	P3257	C11713
123	Lui envoyer les 1000 fusils qu'il demande.	1	P3257	C11714
124	Lui envoyer les 1000 fusils qu'il demande.	1	P3257	C11715
124	Lui envoyer les 1000 fusils qu'il demande.	1	P3257	C11716
124	Demande 6000 bombes pour Brest.	1	P3257	C11708
124	Demande 6000 bombes pour Brest.	1	P3257	C11709
133	Né au Havre. Capitaine en 1627, chef d'escadre en 1643, remis capitaine en 1661, mort en février 1673. Colbert du Terron écrivait le 24 août : Si cet homme avait de l'esprit, il serait bon procureur, mais pour homme de guerre, il ne le sera jamais. Seignelay écrit que le Roi est surpris que cet officier ne soit pas encore parti avec ses vaisseaux.	1	P3757	C13452
133	Ordre de le faire partir immédiatement.	1	P3757	C13453
133	Nouvelles de sa mort.	1	P3757	C13451
133	Ecrit au 1er février 1673 qu'il n'a plus de vivres. Seignelay prescrit de lui en envoyer par un bateau marchand.	1	P3757	C13450
134	Commissaire aux conduites des chaînes. Reçoit l'ordre de conduire 36 turcs aux galères de Marseille.	1	P3779	C13499
157	Le Roi veut que Mme de Jugné qui n'est pas bonne catholique, se retire immédiatement de la terre de Marennes qui ne lui appartient plus.	1	P5579	C20247
158	Antoine Lefebvre de La Barre, maître des requêtes, intendant de Paris, conseiller d'Etat, fut nommé en 1663, gouverneur du Canada, capitaine de vaisseau en 1671. On donnait alors une galère ou un vaisseau comme on aurait donné un bénéfice, mais il était plus rare de voir des magistrats les monter ou les commander. La Barre avait commandé, dès 1667, quatorze vaisseaux pour la Compagnie des Indes orientales ; en 1682 il fut gouverneur du Canada, en 1687 gouverneur de Cayenne. Il mourut le 3 septembre 1690. On va joindre à son escadre le vaisseau le Tigre.	1	P5730	C21362
158	Capitaine fort entendu, disait Colbert en 1673. Commandant la frégate la Maligne. Le Roi veut lui donner le commandement du brûlot le Serpent.	1	P5770	C21457
158	Commnande le vaisseau le Brillant.	1	P5770	C21458
167	Né en 1649, enseigne de vaisseau en 1670, capitaine en 1671, chef d'escadre en 1689, lieutenant général en 1697, mort à Sceaux en 1711, commandeur de l'ordre de Saint Louis en 1707. Il avait beaucoup de hauteur et traitait Du Quesne d'homme de rien. On l'accusait de s'adonner au vin. Il aassista à 17 batailles, et Seignelay disait de lui en 1673 : C'est un garçon qui a envie de faire et qui a beaucoup de valeur. Cependant, M. de Combes l'accusait en 1701 d'être un vrai malhonnête homme et capable de toute méchanceté et malin subtil et il ajoutait : il est presqu'impossible qu'un homme qui a été obligé de se justifier tant de fois puisse valoir quelque chose. Nommé au commandement du vaisseau le Tigre, il est remplacé par M. de La Clocheterie, par ordre du Roi.	1	P6240	C22689
167	Né en 1649, enseigne de vaisseau en 1670, capitaine en 1671, chef d'escadre en 1689, lieutenant général en 1697, mort à Sceaux en 1711, commandeur de l'ordre de Saint Louis en 1707. Il avait beaucoup de hauteur et traitait Duquesne d'homme de rien. On l'accusait de s'adonner au vin. Il aassista à 17 batailles, et Seignelay disait de lui en 1673 : C'est un garçon qui a envie de faire et qui a beaucoup de valeur. Cependant, M. de Combes l'accusait en 1701 d'être un vrai malhonnête homme et capable de toute méchanceté et malin subtil et il ajoutait : il est presqu'impossible qu'un homme qui a été oobliégé de se justifier tant de fois puisse valoir quelque chose. Nommé au commandement du vaisseau le Tigre, il est remplacé par M. de La Clocheterie, par ordre du Roi.	1	P6240	C22690
168	Capitaine de vaisseau, noyé dans le naufrage du vaisseau le Juste, dans la rivière de Lisbonne, 1673.	1	P6258	C22755
168	Capitaine d'artillerie de Rochefort. Doit 541 livres au sieur Le Roy, marchand au Havre. Retenir cette somme sur ses appointements.	1	P6258	C22754
168	Capitaine d'artillerie de Rochefort. Demande à faire habiller, de même parure, les compagnies des apprentis canonniers ; ils consentent à donner 4 livres par mois.	1	P6258	C22753
117	Demande à être reçu dans les gardes de la Marine.	2	P6258	C22756
181	1641-1691. Ministre d'Etat, 1677. Envoie des ordres pour faire mettre en quartier d'hiver dans les villes et lieux voisins de Rochefort, 1200 soldats des équipages des vaisseaux qui doivent désarmer dans ce port.	1	P7075	C25892
182	Garde de la Marine. En congé, lèvera 3 bons soldats.	1	P7269	C26469
201	Médecin âgé de Saint-Jean d'Angle, exilé à Montluçon pour cause de religion. Demande à rentrer chez lui.	1	P8974	C32528
211	Commandera la frégate la Maligne pour garder l'entrée de la rivière de Bordeaux.	1	P9815	C35901
211	Croisera pour attendre l'arrivée des vaisseaux des Îles.	1	P9815	C35902
211	Rejoint sa destination.	1	P9815	C35903
211	A mené à bon port la flotte qu'il avait prise à LA Rochelle.	1	P9815	C35900
214	Commissaire ordinaire des galères à la suite des chaînes. Les lettres de Colbert publiées dans le recueil de M. Clément l'appellent Thibaud du Pathis.	1	P10082	C36672
88	Marchand de La Rochelle. Lui payer 3000 livres.	1	P50	C408
2	Banquier à La Rochelle. Sa femme et ses enfants sont à Amsterdam .	4	P50	C395
2	Sa fille Esther demande un passeport pour rentrer en France. Elle veut demeurer auprès de son père et se faire catholique.	4	P50	C411
2	Armateur de la Vénus.	4	P50	C394
2	A faire venir de Hollande sa femme et ses deux filles . Si elles ne sont pas catholiques , les faire repartir par le même vaisseau.	4	P50	C392
3	Donne avis de l'évasion des deux otages hollandais, de la rançon dû à l'armement du feu sieur Duclerc.	4	P50	C396
3	Lettre au ministre.	4	P50	C405
3	Procès verbal de l'évasion des otages.	4	P50	C409
3	Sa femme et ses filles sont mises au couvent et pressées d'abjurer.	4	P50	C410
3	Le ministre charge l'intendant Beauharnais d'avertir le sieur Allaire que s'il ne change pas de religion, il aura à s'en repentir.	4	P50	C403
3	Affaire de l'armement Duclerc.	4	P50	C393
3	Lettres d'affaires.	4	P50	C407
3	La demoiselle Esther sortira du couvent pour trois mois.	4	P50	C401
3	La demoiselle Esther n'a pas fait ses devoirs de catholique depuis qu'elle de retour à La Rochelle ; la remettre au couvent des nouvelles catholiques de Poitiers.	4	P50	C400
3	Le sieur Allaire continu à réclamer au sujet de l'armement Duclerc.	4	P50	C404
3	Lettres au ministre.	4	P50	C406
3	Il demande un arrêt de surséance.	4	P50	C398
3	Le Roi lui doit 109472 livres. Il y a de nombreuses faillites à La Rochelle. Il vient d'armer un vaisseau de 300 tonneaux. Sans la surséance, il est ruiné.	4	P50	C402
3	D’après l’avis de Beauharnais, la surséance lui est refusée.	4	P50	C397
3	Il à fait une saisie sur la rançon du Saint-Joseph.	4	P50	C399
91	Comte de Castelmoron, lieutenant général aux îles d'Amérique en 1667, mort en 1677. Colbert fait vendre le bâtiment et le bois de Campêche qu'il a envoyé.	1	P271	C2217
91	Comte de Castelmoron, lieutenant général aux îles d'Amérique en 1667, mort en 1677. Colbert annonce qu'il lui écrit.	1	P271	C2216
92	Né à Dieppe, capitaine de frégate en 1665, cassé en 1674. Commandera une pinasse destinée aux Indes.	1	P353	C2454
92	Commande la pinasse l'Eléphant. Doit réunir promptement son équipage.	1	P353	C2453
93	De l'île d'Oléron. Capitaine de frégate en 1666, capitaine de vaisseau en 1675, condamné à mort le 2 septembre 1675 pour avoir rendu la Mutine. Il fut gracié.	1	P385	C2513
94	Capitaine des gardes. Envoyé à Ceylan en 1671, il retourne en France en juillet 1672.	1	P606	C3054
94	On lui reproche de ne pas avoir exécuté les ordres et d'avoir laissé ruiner Chedabouton par un forban anglais.	1	P606	C3055
94	On lui reproche de ne pas avoir exécuté les ordres et d'avoir laissé ruiner Chedabouton par un forban anglais.	1	P606	C3056
17	Canonnier, le Ministre lui accorde la haute paie.	7	P606	C3053
95	Sera lieutenant du capitaine Barbaut, à bord de la pinasse l'Eléphant qui va aux Indes.	1	P660	C3291
95	Doit se presser de réunir les 100 hommes à embarquer sur l'Eléphant.	1	P660	C3290
96	Directeur de la Chambre des assurances de Paris, inspecteur général des manufactures, résident du duc de Manton à Paris, directeur des compagnies des Indes du Nord et du Levant, poursuivi pour concussion en 1683. Il mourut à Vincennes en 1684. Acccompagna à Paris les envoyés de Comendo comme simples particuliers.	1	P702	C3413
97	Commissaire général des poudres. Enverra 60 milliers de poudre au Havre, en prévision d'un troisième combat.	1	P835	C3740
97	Commissaire général des poudres. Fournira 50 milliers de poudre pour les magasins de Rochefort.	1	P835	C3741
97	Commissaire général des poudres. Chargé de la recherche du salpêtre en France.	1	P835	C3739
98	Aidera la sieur Belcier à lever 100 soldats pour embarquer sur l'Eléphant.	1	P901	C3887
99	Capitaine de vaisseau en 1666. Mis à la Bastille en 1675. Part du Havre et se rend aux îles de l'Amérique, avec le vaisseau l'Alcyon et la frégate la Friponne, en passant par Rochefort.	1	P993	C4204
99	N'a pas exécuté l'ordre qu'il avait de relâcher à Saint Antoine.	1	P993	C4206
99	D'Amblimont lui portera les agrès dont il a besoin.	1	P993	C4205
102	Travaille à l'achèvement du magasin des vivres.	1	P1391	C5232
102	Entrepreneur.	1	P1391	C5219
102	Caution du sieur Potier chargé de la fourniture des fers.	1	P1391	C5207
102	Adjudicatiare de travaux.	1	P1391	C5204
24	Caution de marché de J. Dumont pour la fourniture des fers.	2	P1391	C5206
24	Inspecteur des vivres.	2	P1391	C5223
21	Commissaire inspecteur des vivres.	3	P1391	C5213
21	Doit empêcher qu'on emploi des mauvaises denrées dans la fourniture des vivres, sous peine d'être forcé de se défaire de sa charge.	3	P1391	C5216
21	Doit empêcher qu'on emploi des mauvaises denrées dans la fourniture des vivres, sous peine d'être forcé de se défaire de sa charge.	3	P1391	C5217
21	Doit empêcher qu'on emploi des mauvaises denrées dans la fourniture des vivres, sous peine d'être forcé de se défaire de sa charge.	3	P1391	C5218
21	Fournisseur de fers.	3	P1391	C5220
40	Inspecteur des vivres à Rochefort.	4	P1391	C5222
40	Lettre de service.	4	P1391	C5229
40	Alias Boruyer. Récolet qui a servi d'aumônier sur le vaisseau le Jason, commandé par Duvivier-Thomas. Procès entre eux au sujet de la solde.	4	P1391	C5205
40	Intéressé dans la Compagnie des fers.	4	P1391	C5224
30	Commissaire chargé du service des vivres, remplacé par le sieur Beccot.	5	P1391	C5211
30	S'est plaint au conseil que le 1 er janvier, écrivain, ait fait marquer 89 arbres formant une allée qui sert d'ornement à la maison de sa terre de Mortroy en Saintonge, il n'a pas l'intention de la vendre.	5	P1391	C5231
35	Commissaire inspecteur des vivres de la Marine. Réformé. Obtient l’emploi de commis principal des classes en l’île de Ré, vacant par la mort du sieur Lefèvre.	6	P1391	C5212
35	Informe des dégâts causés par la mer aux ouvrages avancés de l’île de Ré.	6	P1391	C5221
46	Commis principal des classes à l’île de ré, certificat.	7	P1391	C5209
46	Demande des réparations à la tour des Baleines.	7	P1391	C5215
46	Dangereusement malade remplacé par le sieur Chaninat de Godinières.	7	P1391	C5214
46	Le Ministre lui accorde 200 livres de gratification et va le faire payer de deux années et sept mois qui lui sont dus.	7	P1391	C5225
46	Le Ministre lui accorde 200 livres de gratification et va le faire payer de deux années et sept mois qui lui sont dus.	7	P1391	C5226
46	Le Ministre lui accorde 200 livres de gratification et va le faire payer de deux années et sept mois qui lui sont dus.	7	P1391	C5227
32	Chargé du transport de charbon de terre pour la tour de Chassiron.	9	P1391	C5208
32	Lettre au sujet des feux de la tour des Baleines.	9	P1391	C5228
32	Recevra et transportera 4000 quintaux de charbon de terre d'Angleterre pour la tour des Baleines.	9	P1391	C5230
32	Commis principal des classes, en l'ile de ré. Décédé.	9	P1391	C5210
102	Capitaine de brûlot, lieutenant de vaisseau en 1665, capitaine de frégate en 1666, mort en mai 1679. Le faire partir.	1	P1443	C5361
102	Capitaine de brûlot, lieutenant de vaisseau en 1665, capitaine de frégate en 1666, mort en mai 1679. Le faire partir.	1	P1443	C5362
103	Commissaire général de la Marine à Toulon en 1666, à Marseille en 1670, au Havre en 1671, intendant général des galères à Marseille en 1675, à Toulon en 1679, à Marseille 1680-1684. Fait partir du Havre une flûte de 400 tonneaux, sous l'escorte du vaissau le Tigre pour aller charger du bois à Bayonne.	1	P1519	C5547
116	A envoyé à Colbert un mémoire sur les îles Dauphine et Bourbon.	1	P2610	C9870
116	Colbert recevra le sieur de Courbasson et le questionnera au sujet de M. de La Haye qui doit maintenir le poste de [Saint Tomé] si  est possible. De Courbasson a abandonné M. de La Haye, c'est une désertion.	1	P2610	C9871
116		1	P2656	N5864
44	Fournisseur, écrit qu'on pourrait tirer d'Auvergne des planches de sapin.	2	P2656	C9978
44	Envoie du chanvre d'Auvergne.	2	P2656	C9976
35	Ira visiter, près de Moulins, les bois du président du Buisson.	3	P2656	C9979
35	Fournisseur de chanvre. Réclamation.	3	P2656	C9977
64	Caution du sieur Arnou, fournisseur des chanvres d’Auvergne. A une contestation avec la Marine au sujet du paiement du fret des chanvres refusés.	6	P2656	C9973
64	Devra payer le fret entier de 35349 livres de chanvres refusés.	6	P2656	C9974
75	Jeune homme de bonne famille qui a fait toutes ces études et qui paraît doué d’une grande volonté, le Ministre lui accorde une place d’élève.	7	P2656	C9980
75	Lettre de recommandation du Ministre : « c’est un sujet d’espérance ».	7	P2656	C9981
76	Nommé écrivain à 480 livres.	7	P2656	C9983
76	Ordre pour servir à Rochefort.	7	P2656	C9984
76	Brevet d’écrivain ordinaire de la marine.	7	P2656	C9972
53	Ecrivain ses appointements seront portés de 480 à 600 livres.	8	P2656	C9975
53	Missionnaire des sauvages au Canada s’est noyé.	8	P2656	C9982
117		1	P2780	N6108
118		1	P2783	N6113
118	Le faire partir promptement avec les agrès dont le sieur de Bléor a besoin.	1	P2783	C10331
118	Le faire partir promptement avec les agrès dont le sieur de Bléor a besoin.	1	P2783	C10332
118	Le faire partir promptement avec les agrès dont le sieur de Bléor a besoin.	1	P2783	C10333
118	A mis à la voile pour les îles.	1	P2783	C10326
118	A mis à la voile pour les îles.	1	P2783	C10327
118	Etat des munitions de guerre nécessaires au fort de la Grenade pour le mettre en état de défense.	1	P2783	C10330
118	Etat de ce qui est nécessaire pour la chapelle du fort Royal de la Martinique.	1	P2783	C10328
118	Etat de ce qui est nécessaire pour la chapelle du fort Royal de la Martinique.	1	P2783	C10329
117	Marquis d'Amblymont, lieutenant de vaisseau en 1663, capitaine en 1669, chef d'escadre en 1693, gouverneur général des Îles en 1700. Commande le vaisseau Les Jeux et part de Brest pour les îles d'Amérique.	1	P2784	C10335
118	Escortera les vaisseaux le Saint Cosme et le Cygne Blanc.	1	P2784	C10334
124	Commissaire de la Marine à Lisbonne.	1	P3305	C11879
124	Expédie des marchandises de Lisbonne.	1	P3305	C11883
124		1	P3305	N7195
124	Compromis dans l'affaire Bourigaud.	1	P3305	C11880
58		2	P3305	N7192
46	Subsistut au présidial de Saintes. A écrit au ministre pur faire interdire le sieur Lisferme, avocat, nouveau converti.	3	P3305	C11884
70	Enseigne de vaisseau, embarqué sur la flûte La Charente.	5	P3305	C11882
70	Décédé.	5	P3305	C11881
125	Il est de retour sur rade.	1	P3348	C12029
129		1	P3538	N7741
132	Colbert annonce qu'il lui écrit.	1	P3699	C13291
132	Lieutenant de vaisseau. Embarque sur la Sirène.	1	P3699	C13292
132	Lieutenant de vaisseau. Embarque sur la Sirène.	1	P3699	C13293
133	Commis contrôleur de la Marine à Rochefort en 1670. Il se chargea ensuite de fournir à la Marine les mâts des Pyrénées, et en juillet 1671 alla surveiller dans les Pyrénées les travaux de ses ouvriers. Il fut commissaire général à Rochefort de 1680 à 1690.	1	P3740	C13419
137	Colbert lui écrit.	1	P3915	C13946
142		1	P4375	N10087
85	Entrepreneur.	2	P4375	C16303
68		3	P4375	N10083
68	Entrepreneur de la Porte royale, à La Rochelle. Accusé de malversations.	3	P4375	C16302
68	A fait des réparations au four et au magasin de Tonnay-Charente.	3	P4375	C16301
68	Réclamation au sujet de la fosse aux mâts.	3	P4375	C16305
68	Lui payer le magasin qu'il a construit à Saint-Nazaire.	3	P4375	C16304
144	Commandant le vaisseau le Vigilant, en relâche à Lisbonne, n'a pas escorté le vaisseau le Saint-Cosme.	1	P4480	C16706
144	Commandant le vaisseau le Vigilant, en relâche à Lisbonne, n'a pas escorté le vaisseau le Saint-Cosme.	1	P4480	C16707
144	Démonté de son commandement et envoyé au Château Trompette pour le punir de mauvais mariage qu'il a fait contre la volonté de son père.	1	P4480	C16708
144	Lettre relative à son mariage.	1	P4480	C16712
144	Le Roi l'autorise à venir à Rochefort voir son père malade, pour tâcher d'obtenir son pardon.	1	P4480	C16709
144	Le Roi lève son interdiction et lui permet de servir, en attendant que son père puisse lui pardonner.	1	P4480	C16710
144	Le Roi lève son interdiction et lui permet de servir, en attendant que son père puisse lui pardonner.	1	P4480	C16711
143	Capitaine de vaisseau le 16 mars 1653, chef d'escadre le 12 décembre 1673, lieutenant général le 1er novembre 1689, mort le 26 mars 1697. Escorte à Rochefort le Saint Cosme et le Cygne Blanc, prises faites par le chevalier de Chateaurenault.	1	P4490	C16730
143	Va arriver au port. Il repartira pour porter des dépêches du Roi à Chateaurenault.	1	P4490	C16743
143	Doit reprendre la mer.	1	P4490	C16732
143	Doit arriver bientôt à Brest.	1	P4490	C16731
143	Pontchartrain le déclare un homme d'expérience et entendu dans le service de la mer.	1	P4490	C16737
143	Le payer pour les soldats qu'il a levés.	1	P4490	C16735
143	Réclame une indemnité pour des maisons qui lui ont été prises pour établir les fortifications de l'île de Ré.	1	P4490	C16740
143	Réclame une indemnité pour des maisons qui lui ont été prises pour établir les fortifications de l'île de Ré.	1	P4490	C16741
143	Plainte de l'aumônier de l'Adroit contre le capitaine Gabaret au sujet du service divin.	1	P4490	C16736
143	L'aumônier de l'Adroit est renvoyé du service de la Marine.	1	P4490	C16734
143	Bégon doit le prévenir de tous les mouvements des bateaux dans le port.	1	P4490	C16729
143	Informe l'affaire du sieur Bricard, blessé en duel ?	1	P4490	C16733
143	Propose de faire passer les cables dans l'eau salée pour les conserver.	1	P4490	C16738
143	Propose de faire passer les cables dans l'eau salée pour les conserver.	1	P4490	C16739
143	Veut déshériter son fils, Gabaret d'Angoulins.	1	P4490	C16744
143	Veut déshériter son fils, Gabaret d'Angoulins.	1	P4490	C16745
143	Sa mort.	1	P4490	C16742
145	Marchand de La Rochelle. Colbert lui a fait payer 30 000 livres sur sa fourniture de chanvre.	1	P4553	C16968
145	Fournira cette année 600 milliers de chanvre.	1	P4553	C16966
145	Le payer aux termes qu'il demande.	1	P4553	C16967
145	Presser sa fourniture.	1	P4553	C16970
145	Presser sa fourniture.	1	P4553	C16971
145	Presser sa fourniture.	1	P4553	C16972
145	S'offre à fournir de la farine pour les îles.	1	P4553	C16974
145	S'offre à fournir de la farine pour les îles.	1	P4553	C16975
145	Demande un passeport pour le navire la Bonne espérance qui va aux îles.	1	P4553	C16965
145	Recevra son passeprort.	1	P4553	C16973
145	Son vaisseau portera de la farine à Cayenne.	1	P4553	C16978
145	Son bâtiment portera des filles à Cayenne.	1	P4553	C16976
145	Son bâtiment portera des filles à Cayenne.	1	P4553	C16977
145	Obtient son passage sur la Charente pour se rendre à la Guadeloupe où il a un établissement.	1	P4553	C16969
149		1	P4853	N11144
149	Réclame la prise la Fortune.	1	P4853	C17958
93	Chargé des affaires de la compagnie des Indes orientales, à La Rochelle, se plaint d'être obligé de loger des officiers de troupe parce que ses papiers et son argent ne sont plus en sûreté.	2	P4853	C17948
93	Recevra les ordres de la compagnie de l'Assienté.	2	P4853	C17957
105	Auteur d'une pompe de nouvelle invention en usage à Brest et à Toulon.	5	P4853	C17947
105	La pompe Godefroy est en essai sur le Chameau.	5	P4853	C17953
105	Elle est adoptée, tous les vaisseaux du Roi en seront Pourvus.	5	P4853	C17949
105	Faire fondre à Rochefort des tuyaux de cuivre pour les pompes Godefroy.	5	P4853	C17951
105	Il se rendra à Brest et à Rochefort pour surveiller le travail.	5	P4853	C17952
124	Envoie des chaudières à Cayenne aux sieurs de Charonville et Meunier.	6	P4853	C17950
125	Le Conseil n’a pas reçu les procès-verbaux des commandants établissant la supériorité des pompes Godefroy sur les anciennes.	6	P4853	C17954
125	L’intendant de Brest, M. Robert, écrit que les pompes Godefroy sont d’un bon service, et en demande un certain nombre pour son port.	6	P4853	C17955
125	L’intendant de Brest, M. Robert, écrit que les pompes Godefroy sont d’un bon service, et en demande un certain nombre pour son port.	6	P4853	C17956
125	12 pompes de son invention ont été perdues dans le naufrage de la Pie. Pompes existant dans les magasins de Rochefort.	6	P4853	C17946
149	Capitaine de vaisseau en 1654. Mort à La Rochelle en février 1675. C'était, d'après Colbert, un officier expérimenté. Parti du Havre le 26 juin 1673 pour Rochefort. Rentrera dans la Charente pour caréner ses vaisseaux.	1	P4877	C18006
149	Va prendre la mer. Escortera la flotte des gabelles jusqu'au Havre.	1	P4877	C18009
149	De retour sur rade.	1	P4877	C18008
149	Colbert le croit sur le point d'arriver au Havre avec les vaisseaux qu'il escorte.	1	P4877	C18007
151	Colbert examinera les plans des vaisseaux qu'il a fournis.	1	P5121	C18503
151	Greffier du présidial de Saintes.	1	P5121	C18507
77	Munitionnaire.	3	P5121	C18508
77	Contre-maître charpentier.	3	P5121	C18504
77	Munitionnaire.	3	P5121	C18509
124	Fournisseur de la Marine.	4	P5121	C18505
124	Fournisseur de la Marine.	4	P5121	C18506
110	Munitionnaire.	5	P5121	C18510
163	Capitaine de cavalerie, puis mestre de camp en 1661, lieutenant général de l'Amérique de 1670 à 1675, puis gouverneur de Thionville. Après avoir pris puis perdu Trinquemalé, dans l'île de Ceylan, La Haye, en septembre 1672 s'était emparé de San-Thomé sur la cote de Coromandel. L'Eléphant lui portera 60 000 livres.	1	P5673	C20952
158	Consul de France à Terceire. Lui payer 5367 livres pour le compte Montortier, et 655 livres pour le compte du sieur de Boisneau.	1	P5741	C21383
161	Capitaine d'une frégate légère en 1666, capitaine de vaisseau en 1671, mort à La Clocheterie, commune de Plassay le 24 août 1696. Il avait d'abord été au servie de la compagnie des Indes et servit à Madagascar. En 1675 et 1676, ayant été envoyé aux îles de l'Amérique, il fit, au mépris des ordonnances le commerce du sucre et de l'indigo. A son retour, il fut emprisonné à La Rochelle. Protestant, il se convertit et eut une pension de 1000 livres. En 1672, il commandait le Saint-Paul dans l'escadre d'Estrées. A ramené à Rochefort l'équipage du Faucon. Escortera les bateaux marchands qui sortent de la rivière de Bordeaux. 	1	P5856	C21640
